abstract,lead_paragraph,headline,headline_main,abstract_polarity,abstract_subjectivity,lead_paragraph_polarity,lead_paragraph_subjectivity,headline_polarity,headline_subjectivity,year,month
"Senate Minority Leader Mitch McConnell said that Senator Judd Gregg, a New Hampshire Republican, has assured him that if he is nominated to be President Obama’s commerce secretary, his replacement will caucus with Republicans.",How can Republican Senator Judd Gregg — the likely Obama pick for commerce secretary — guarantee that whoever replaces him in the Senate will vote with the Republican caucus? ,"{'main': 'Republicans Confident About Holding Gregg’s Senate Seat', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Republicans Confident About Holding Gregg’s Senate Seat,0.13636363636363635,0.45454545454545453,0.0,1.0,0.5,0.8333333333333334,2009,2
Tom Daschle did not warn the Obama team of his back taxes issue until weeks after his cabinet nomination.,"WASHINGTON  President Obama’s choice for health secretary, Tom Daschle, was aware as early as last June that he might have to pay back taxes for the use of a car and driver provided by a private equity firm, but did not inform the Obama transition team until weeks after Mr. Obama named him to the health secretary’s post, senior administration officials said Saturday.","{'main': 'Daschle Knew of Tax Issues Over Car Use Last June', 'kicker': None, 'content_kicker': None, 'print_headline': 'Daschle Knew of Tax Issues As of Last June', 'name': None, 'seo': None, 'sub': None}",Daschle Knew of Tax Issues Over Car Use Last June,0.0,0.0,0.024999999999999994,0.23194444444444443,0.0,0.06666666666666667,2009,2
Governors are striving to inject a little Obama-style optimism into the debate over budget cuts.,"Battered by the worst economic downturn in decades, governors across the country are using their annual speeches to state lawmakers to inject a little Obama-style optimism into the dour debate over budget cuts, and even to suggest that bad times require big ambition.","{'main': 'Faced With Fiscal Adversity, Governors Try to Embrace It', 'kicker': None, 'content_kicker': None, 'print_headline': 'Faced With Fiscal Adversity, Governors Try to Embrace It', 'name': None, 'seo': None, 'sub': None}","Faced With Fiscal Adversity, Governors Try to Embrace It",-0.1875,0.5,-0.3375,0.49333333333333335,0.0,0.0,2009,2
"Democratic senators said they are open to considering Republican amendments to the stimulus bill, particularly in the areas of housing and infrastructure.","The broad outlines of how the Obama administration’s near-trillion dollar stimulus package may change in the Senate began to become visible on Sunday, with Democratic senators indicating that they would be open to considering Republican amendments to the bill, particularly in the areas of housing and infrastructure spending.","{'main': 'Democrats Indicate Areas of Compromise on Stimulus', 'kicker': None, 'content_kicker': None, 'print_headline': 'Schumer Embraces G.O.P. Plan to Raise Tax Credit for Home Buyers', 'name': None, 'seo': None, 'sub': None}",Democrats Indicate Areas of Compromise on Stimulus,0.08333333333333333,0.41666666666666663,0.07638888888888888,0.3819444444444444,0.0,0.0,2009,2
The disclosures about Tom Daschle show how he was able to live lavishly by dint of his name and connections.,"WASHINGTON  Tom Daschle, the former Democratic Senate leader, had been voted out of office. His close friend Leo Hindery, a Democratic donor and media mogul, was out of a job too, having just sold his stake in Yes Network.","{'main': 'In Daschle’s Tax Woes, a Peek Into Washington', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Daschle’s Tax Woes, a Peek Into How Washington Works', 'name': None, 'seo': None, 'sub': None}","In Daschle’s Tax Woes, a Peek Into Washington",0.3181818181818182,0.5625,0.0,0.0,0.0,0.0,2009,2
"Joseph R. Biden Jr.’s skills face early tests -- in the effort to prevent the stimulus package from becoming a partisan exercise, and in trying to salvage Tom Daschle’s nomination.","The first thing you notice is how happy he is. Walking into a suite that until recently was Dick Cheney’s turf, Vice President Joseph R. Biden Jr. is smiling  big time.","{'main': 'With Disputes Brewing, Biden Turns to Senate', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': 'With Disputes Brewing, Biden Turns to Senate', 'name': None, 'seo': None, 'sub': None}","With Disputes Brewing, Biden Turns to Senate",0.275,0.5750000000000001,0.2625,0.42083333333333334,0.0,0.0,2009,2
"The Obama administration continues to press lawmakers for a deal on the stimulus package, although Republicans want to see considerable alterations in the bill.","Congressional leaders return to the White House this afternoon, for yet another summit meeting with President Obama that will likely focus on the economic stimulus package that is facing considerable Republican resistance in the Senate. ","{'main': 'The Early Word: Battle Lines Firming Up on Stimulus', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",The Early Word: Battle Lines Firming Up on Stimulus,0.1,0.45,0.07500000000000001,0.4125,0.1,0.3,2009,2
"Despite enforcement on both sides of the Southwest border, the Mexican marijuana trade is more robust than ever, law enforcement officials say.","TUCSON — Drug smugglers parked a car transport trailer against the Mexican side of the border one day in December, dropped a ramp over the security fence, and drove two pickup trucks filled with marijuana onto Arizona soil.","{'main': 'Tougher Border Can’t Stop Mexican Marijuana Cartels', 'kicker': None, 'content_kicker': None, 'print_headline': 'Border Proves No Obstacle for Mexican Cartels', 'name': None, 'seo': None, 'sub': None}",Tougher Border Can’t Stop Mexican Marijuana Cartels,0.25,0.25,0.2,0.45,0.0,0.0,2009,2
The president gives a one-word sign of support this morning for his nominee to the Department of Health and Human Services.,President Obama said Monday that he “absolutely” stands by his nomination of Tom Daschle to lead the Department of Health and Human Services.,"{'main': 'Obama Stands by Daschle', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Obama Stands by Daschle,0.0,0.1,0.1,0.5,0.0,0.0,2009,2
A campaign in Colorado to seize the tax returns of illegal immigrants has caused concern at the I.R.S.,"GREELEY, Colo.  For the past decade, thousands of Hispanic men and women who settled here went to Amalia’s Translation and Tax Services to pay their annual income taxes. ","{'main': 'Paying Taxes, and Fearing Deportation', 'kicker': None, 'content_kicker': None, 'print_headline': 'Paying Taxes, and Fearing Deportation', 'name': None, 'seo': None, 'sub': None}","Paying Taxes, and Fearing Deportation",-0.5,0.5,-0.25,0.25,0.0,0.0,2009,2
