abstract,lead_paragraph,headline,headline_main,abstract_polarity,abstract_subjectivity,lead_paragraph_polarity,lead_paragraph_subjectivity,headline_polarity,headline_subjectivity,year,month
Chief military officers and budget gurus make the rounds.,"The White House had an especially busy week, rolling out major policy initiatives with both the budget and Iraq. This Sunday’s breakfast menu reflects those two tall orders.","{'main': 'Sunday’s Breakfast Menu, March 1', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","Sunday’s Breakfast Menu, March 1",-0.1,0.1,0.08750000000000001,0.3666666666666667,0.0,0.0,2009,3
Gov. Mitt Romney or Massachusetts emerged as the top potential Republican presidential nominee in a straw poll of conservative political activists who gathered in Washington this week.,"Mitt Romney, the former governor of Massachusetts, emerged as the top potential Republican presidential nominee in a straw poll of conservative political activists who gathered in Washington this week.","{'main': 'In Conservatives’ Straw Poll, Romney Still Tops', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","In Conservatives’ Straw Poll, Romney Still Tops",0.16666666666666666,0.5333333333333333,0.125,0.4,0.0,0.0,2009,3
Defense Secretary Robert M. Gates said that forces remaining in Iraq would be consolidated to fewer bases to mitigate risk.,"Defense Secretary Robert M. Gates, the only cabinet holdover from the Bush Administration, on Sunday defended President Obama’s strategy for withdrawing troops from Iraq.","{'main': 'Gates Defends Iraq Withdrawal Plan', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Gates Defends Iraq Withdrawal Plan,0.0,0.0,0.0,1.0,0.0,0.0,2009,3
"President Obama’s top advisers defended his economic program, while saying they would not pick a fight over earmarks.","WASHINGTON  The Obama administration this weekend pursued a vigorous offensive to sell its economic program, counterattacking strongly against Republicans who call the new budget plan “mind-boggling” in its numbers and ambition.","{'main': 'White House Poised for Budget Fight', 'kicker': None, 'content_kicker': None, 'print_headline': 'White House Poised for Fight Over Budget', 'name': None, 'seo': None, 'sub': None}",White House Poised for Budget Fight,0.35,0.35,0.3174242424242424,0.5969696969696969,0.0,0.0,2009,3
"President Obama tapped Kathleen Sebelius, a Democratic governor from a red state, to help him push through his plan to remake the nation’s health care system.","WASHINGTON — President Obama asked Gov. Kathleen Sebelius of Kansas on Saturday to become his nominee for secretary of health and human services, tapping a red state ally to help him push through his plan to remake the nation’s health care system.","{'main': 'Kansas Governor Accepts Offer as Health Secretary', 'kicker': None, 'content_kicker': None, 'print_headline': 'Kansan Accepts Offer as Health Secretary', 'name': None, 'seo': None, 'sub': None}",Kansas Governor Accepts Offer as Health Secretary,0.0,0.0,0.0,0.05,0.0,0.0,2009,3
The defense secretary said that President Obama’s plan to withdraw most troops from Iraq by August 2010 should proceed on schedule.,Members of the Obama administration hit the Sunday talk show circuit today to talk up the president’s plan for the withdrawal of most American troops from Iraq by August 2010. Defense Secretary Robert M. Gates said that the withdrawal was likely to proceed on schedule.,"{'main': 'The Sunday Word: Gates Optimistic on Iraq Plan', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",The Sunday Word: Gates Optimistic on Iraq Plan,0.5,0.5,0.16666666666666666,0.5,0.0,0.0,2009,3
The former Republican presidential nominee — who has long championed the eradication of “pork-barrel spending” had a field day today listing earmarks in the big omnibus spending bill.,"As the Senate began its debate this afternoon on the omnibus spending bill, Senator John McCain resumed a familiar role and using his word, “ranted” about earmarks (those pet projects inserted by lawmakers into bills). ","{'main': 'McCain Returns to Familiar Battles Over Earmarks', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",McCain Returns to Familiar Battles Over Earmarks,-0.016666666666666666,0.16666666666666666,0.375,0.5,0.375,0.5,2009,3
"No one knows when the Senate election will occur — in 2010, as planned, or in the coming weeks or months in a special election, seen as unlikely but conceivable.","CHICAGO  As Roland W. Burris, the junior senator from Illinois, took his first turn presiding over the Senate last week, hired staff members to fill his Washington office and announced co-sponsorship of a measure commemorating the role of slaves in building the Capitol, politicians back home were plotting who might replace him. ","{'main': 'A Line Forms to Succeed Burris', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Line Forms to Succeed Burris, Sooner or Later', 'name': None, 'seo': None, 'sub': None}",A Line Forms to Succeed Burris,-0.014285714285714282,0.45714285714285713,0.08333333333333333,0.13333333333333333,0.0,0.0,2009,3
"One in every 31 adults is in prison, on parole or probation, at a cost to the states of $47 billion in 2008, according to a new study."," One in every 31 adults, or 7.3 million Americans, is in prison, on parole or probation, at a cost to the states of $47 billion in 2008, according to a new study. ","{'main': 'Prison Spending Outpaces All but Medicaid', 'kicker': None, 'content_kicker': None, 'print_headline': 'Study Shows High Cost of Criminal Corrections', 'name': None, 'seo': None, 'sub': None}",Prison Spending Outpaces All but Medicaid,0.13636363636363635,0.45454545454545453,0.13636363636363635,0.45454545454545453,0.0,0.0,2009,3
"Congress struggles to complete a catch-all spending bill for the rest of this year, with fiscal conservatives complaining that it is larded with pet projects.","The Senate is about to begin considering a $410 billion spending bill for the rest of this fiscal year, coming under increasing fire from Republicans who are trying to reestablish themselves as fiscal conservatives.","{'main': 'Catch-Up Spending Bill Puts Congress Under Pressure', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Catch-Up Spending Bill Puts Congress Under Pressure,0.1,0.4,0.0,0.0,0.0,0.0,2009,3
