abstract,lead_paragraph,headline,headline_main,abstract_polarity,abstract_subjectivity,lead_paragraph_polarity,lead_paragraph_subjectivity,headline_polarity,headline_subjectivity,year,month
"Despite efforts to integrate other religions at Texas public schools, teachers are not doing enough to make their classes welcoming to all beliefs, a study has shown.","It may be a little late for the holiday of Purim, but on Tuesday, in Eastland, Tex., Gay Hart will be baking hamantaschen — the traditional doughy, triangle-shaped pastries accented with dollops of prune, Nutella or some other delectable paste — for the mostly Protestant students in her class on the Bible at Eastland High School. Her curriculum also includes latke recipes for Hanukkah, “challah-days” and the Hebrew melody “Hava Nagila.”","{'main': 'Church, State and Bible Class in Texas', 'kicker': 'Beliefs', 'content_kicker': None, 'print_headline': 'Of Church and State,\r\nAnd Bible Class in Texas', 'name': None, 'seo': None, 'sub': None}","Church, State and Bible Class in Texas",-0.041666666666666664,0.3138888888888889,0.06630952380952382,0.5497619047619048,0.0,0.0,2013,3
Does an increasingly diverse electorate mean that Democrats can turn deep red states blue? Or will it just solidify their advantage in other crucial states?,"Since President Obama’s re-election in 2012, Republicans have worried about what an increasingly diverse electorate will mean for their future as a national party. Democrats, meanwhile, have started talking about turning ruby red states like Arizona and Texas blue.","{'main': 'Can Democrats Turn Texas and Arizona Blue by 2016?', 'kicker': 'FiveThirtyEight', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Can Democrats Turn Texas and Arizona Blue by 2016?,-0.07291666666666667,0.4270833333333333,-0.078125,0.228125,0.0,0.1,2013,3
Gov. Rick Snyder of Michigan announced on Friday that the city of Detroit is so snarled in financial woes that the state must appoint an emergency manager to lead it out of disaster.,"DETROIT — Over the fierce protests of this city’s elected leaders, the State of Michigan plans to send an emergency manager to repair the deeply troubled finances of Detroit, one of the largest cities ever to reach such a dire point or to face such a level of oversight. ","{'main': 'Michigan Naming Fiscal Manager to Help Detroit', 'kicker': None, 'content_kicker': None, 'print_headline': 'Michigan Naming Fiscal Manager To Help Detroit', 'name': None, 'seo': None, 'sub': None}",Michigan Naming Fiscal Manager to Help Detroit,0.0,0.0,-0.16666666666666666,0.6666666666666666,0.0,0.0,2013,3
"At bottom, the standoff over cuts pits Democrats’ wish to cushion market outcomes against Republicans’ desire to limit government.",WASHINGTON — Let’s play truth or consequences with the budget sequestration that took effect on Friday.,"{'main': 'Deep Philosophical Divide Underlies the Impasse', 'kicker': 'Political Memo', 'content_kicker': None, 'print_headline': 'Deep Philosophical Divide Underlies the Impasse', 'name': None, 'seo': None, 'sub': None}",Deep Philosophical Divide Underlies the Impasse,0.0,0.0,0.0,0.0,0.0,0.2,2013,3
Speaker John A. Boehner seems to have decided that he may have more to lose by negotiating with the White House over spending cuts that begin Friday than by letting them happen.,"WASHINGTON — Speaker John A. Boehner, the man who spent significant portions of the last Congress shuttling to and from the White House for fiscal talks with President Obama that ultimately failed twice to produce a grand bargain, has come around to the idea that the best negotiations are no negotiations.","{'main': 'Boehner Halts Talks on Cuts, and House G.O.P. Cheers', 'kicker': None, 'content_kicker': None, 'print_headline': 'Boehner’s Halt\r\nTo Fiscal Talks\r\nCheers G.O.P.', 'name': None, 'seo': None, 'sub': None}","Boehner Halts Talks on Cuts, and House G.O.P. Cheers",0.25,0.25,0.18214285714285713,0.3773809523809524,0.0,0.0,2013,3
The specific effects beginning Friday of across-the-board budget cuts on government agencies and programs are less clear than the aggregate ones.,"WASHINGTON — At some point on Friday (no one will say precisely when), President Obama will formally notify government agencies that an obscure process known as sequestration is in effect, triggering deep, across-the-board budget cuts that will force federal spending to shrink.","{'main': 'Many Steps to Be Taken When ‘Sequester’ Is Law', 'kicker': None, 'content_kicker': None, 'print_headline': 'Many Steps to Be Taken When ‘Sequester’ Is Law', 'name': None, 'seo': None, 'sub': None}",Many Steps to Be Taken When ‘Sequester’ Is Law,0.008333333333333335,0.36874999999999997,0.16666666666666666,0.7000000000000001,0.5,0.5,2013,3
"After a measure outlawing most abortions after 20 weeks was vetoed by the state’s governor, lawmakers overrode the veto.","Arkansas adopted new abortion limits Thursday, outlawing most abortions after 20 weeks of pregnancy, even as its State Senate approved a more restrictive bill that would ban abortions after 12 weeks of pregnancy.","{'main': 'Arkansas Law Restricts When Abortion May Occur', 'kicker': None, 'content_kicker': None, 'print_headline': 'Arkansas Law Restricts When Abortion May Occur', 'name': None, 'seo': None, 'sub': None}",Arkansas Law Restricts When Abortion May Occur,0.5,0.5,0.37878787878787873,0.48484848484848486,0.0,0.0,2013,3
Members of an Islamic center that was repeatedly attacked wonder if an investigation by the Federal Bureau of Investigation could have prevented subsequent assaults.,"Early one morning in 2007, Muhammad Chaudhry showed up at the Islamic Center of East Bay in Antioch, Calif., and found seven bullet holes in one of the building’s front windows.","{'main': 'In Bay Area, a Fragile Relationship Between Muslims and the F.B.I.', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Bay Area, a Fragile Relationship Between Muslims and F.B.I.', 'name': None, 'seo': None, 'sub': None}","In Bay Area, a Fragile Relationship Between Muslims and the F.B.I.",-0.05,0.07500000000000001,0.0,0.2,0.0,0.5,2013,3
Very few people seem to like Congress much these days. Those who do talk about why.,"WASHINGTON — On Friday, $85 billion in spending cuts intended to be so painful and stupid that they would never come into effect started to come into effect.","{'main': 'Despite the Dysfunction, Congress Still Has Fans ', 'kicker': None, 'content_kicker': None, 'print_headline': 'Despite the Dysfunction, Congress Still Has Fans', 'name': None, 'seo': None, 'sub': None}","Despite the Dysfunction, Congress Still Has Fans ",-0.03,0.165,-0.75,0.95,0.0,0.0,2013,3
"When budget cuts have loomed, politicians have long warned that the Washington Monument might have to be closed. That tactic is of limited value now, as it is closed for repairs.","WASHINGTON — In April 2011, just before a midnight deadline to avert a government shutdown, President Obama celebrated a budget agreement between Congressional Democrats and Republicans.","{'main': 'A Symbol of Liberty, Strength and Budget Fights', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Symbol of Liberty, Strength and Budget Fights', 'name': None, 'seo': None, 'sub': None}","A Symbol of Liberty, Strength and Budget Fights",-0.08035714285714286,0.1857142857142857,0.35,0.75,0.0,0.0,2013,3
