abstract,lead_paragraph,headline,headline_main,abstract_polarity,abstract_subjectivity,lead_paragraph_polarity,lead_paragraph_subjectivity,headline_polarity,headline_subjectivity,year,month
"College counselors offer next steps for high school seniors, who have until May 1 to decide where they will attend college in the fall.","This week, The Choice is publishing our monthly Counselor’s Calendar, which is intended to keep students on track during the college admissions process. ","{'main': 'April College Checklist for Seniors', 'kicker': 'The Choice', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",April College Checklist for Seniors,0.08,0.27,0.0,0.0,0.0,0.0,2013,4
"Former Senator Jeff Bingaman, Democrat of New Mexico, will specialize in renewable energy during a one-year fellowship at Stanford Law School, in sharp contrast to the lobbying path many former lawmakers interested in oil and gas take.","Jeff Bingaman, a New Mexico Democrat who retired as chairman of the Senate Energy and Natural Resources Committee in January, is going to Stanford Law School on a one-year fellowship to specialize in renewable energy, as Stanford becomes a kind of energy-in-exile center.","{'main': 'With Stanford Fellowship, Senate Renewable Energy Advocate Shuns K Street Path', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","With Stanford Fellowship, Senate Renewable Energy Advocate Shuns K Street Path",0.1268939393939394,0.36742424242424243,0.18409090909090908,0.4636363636363636,0.0,0.0,2013,4
"Because of what the Obama administration called “operational challenges,” most small companies that buy insurance through an exchange will offer workers just one option next year.","WASHINGTON — Unable to meet tight deadlines in the new health care law, the Obama administration is delaying parts of a program intended to provide affordable health insurance to small businesses and their employees — a major selling point for the health care legislation.","{'main': 'Small Firms’ Offer of Plan Choices Under Health Law Delayed', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.S. Delays Health Law Provision Offering Small Businesses a Choice of Plans', 'name': None, 'seo': None, 'sub': None}",Small Firms’ Offer of Plan Choices Under Health Law Delayed,0.08333333333333333,0.3,-0.14594155844155846,0.428051948051948,-0.25,0.4,2013,4
"Hazleton, Pa., presents a test case of whether Republicans risk leaving behind white working-class voters for whom illegal immigration stirs visceral reactions.","HAZLETON, Pa. — Before Arizona’s crackdown on illegal immigrants, before “self-deportation” became the Republican presidential platform in 2012, there was Hazleton.","{'main': 'New Attitude on Immigration Skips an Old Coal Town', 'kicker': None, 'content_kicker': None, 'print_headline': 'New Attitude on Immigration Skips an Old Coal Town', 'name': None, 'seo': None, 'sub': None}",New Attitude on Immigration Skips an Old Coal Town,-0.3,0.39999999999999997,-0.5,0.5,0.11818181818181818,0.32727272727272727,2013,4
"“I may not have a say in deciding whether a college accepts me or not,” writes Leobardo Espinoza Jr., a high school senior in Kansas, “but I do have a say when it comes to my own destiny.”",Editor’s Note: This post was written before most college decisions were released. We’ll have more updates about the author’s admission results in the coming days. Stay tuned. — Tanya Abrams,"{'main': 'How It Feels to Be Rejected by a ‘Reach School’', 'kicker': 'The Choice', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",How It Feels to Be Rejected by a ‘Reach School’,0.38,0.77,0.5,0.5,0.0,0.0,2013,4
"The gun bills that the Senate is about to consider offer a new example of the skill with which its leader, Harry Reid of Nevada, evolves on issues.","WASHINGTON — It was, Senator Harry Reid of Nevada ebulliently proclaimed, a “happy day for me” as he stood with Wayne LaPierre, the head of the National Rifle Association, in 2010 at a new shooting range in Las Vegas made possible by federal money secured by Mr. Reid. “People who criticize this probably would criticize baseball,” Mr. Reid said before firing off a few rounds.","{'main': 'As Views Shift on Guns, Reid Corrals Senate', 'kicker': None, 'content_kicker': None, 'print_headline': 'As Views Shift On Guns, Reid Corrals Senate', 'name': None, 'seo': None, 'sub': None}","As Views Shift on Guns, Reid Corrals Senate",0.13636363636363635,0.45454545454545453,0.18409090909090908,0.6386363636363637,0.0,0.0,2013,4
"Senator Lindsey Graham of South Carolina says the timing is finally right for a comprehensive bill, but he will have to win over voters in his state if he hopes to overhaul the nation’s laws.","COLUMBIA, S.C. — A five-minute lunch break at Chick-fil-A was Senator Lindsey Graham’s only unscheduled stop of the day.","{'main': 'Senator’s Bid to Fix Immigration Starts in His Backyard', 'kicker': None, 'content_kicker': None, 'print_headline': 'Senator’s Bid to Fix Immigration Starts in His Backyard', 'name': None, 'seo': None, 'sub': None}",Senator’s Bid to Fix Immigration Starts in His Backyard,0.5428571428571429,0.46785714285714286,0.0,1.0,0.0,0.0,2013,4
"Not long ago, Cuban-Americans in Miami rolled out the red carpet only to defectors who disavowed their homeland. But a dissident who plans to return home has been greeted warmly.","MIAMI — Yoani Sánchez, the Cuban dissident whose trenchant blog and Twitter posts have made her a cause célèbre for democracy on the island, lingered on the edge of the sea wall at La Ermita de la Caridad, Miami’s shrine for Cuban exiles, and looked toward home.","{'main': 'New Breed of Cuban Dissident Finds Changed Miami', 'kicker': None, 'content_kicker': None, 'print_headline': 'New Breed of Cuban Dissident Finds Changed Miami', 'name': None, 'seo': None, 'sub': None}",New Breed of Cuban Dissident Finds Changed Miami,0.15625,0.5,0.0,0.0,0.13636363636363635,0.45454545454545453,2013,4
"His fellow “Norfolk Four” defendants were pardoned in the rape and murder of a Virginia woman, but Eric C. Wilson, now free from prison, finds there is a legal impediment to clearing his name.",WASHINGTON — Eric C. Wilson is no longer behind bars. But he is not free.,"{'main': 'Out of Prison? For Some, That Might Mean Out of Luck', 'kicker': 'Sidebar', 'content_kicker': None, 'print_headline': 'Out of Prison? For Some, That Might Mean Out of Luck', 'name': None, 'seo': None, 'sub': None}","Out of Prison? For Some, That Might Mean Out of Luck",0.30000000000000004,0.5,-0.30000000000000004,0.75,-0.3125,0.6875,2013,4
Even the Easter Bunny puts a hand to the heart during the National Anthem at the White House Easter Egg Roll.,,"{'main': 'Caucus Click: Patriotic Rabbit', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Caucus Click: Patriotic Rabbit,0.0,0.0,0.0,0.0,0.0,0.0,2013,4
"President Obama pulled an April Fools’ joke Monday with the help of another, funnier politician: Kid President.","WASHINGTON — President Obama pulled an April Fools’ joke Monday with the help of another, funnier politician: Kid President.","{'main': 'And Now to Washington, for a Message From . . .', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","And Now to Washington, for a Message From . . .",0.0,0.0,0.0,0.0,0.0,0.0,2013,4
