abstract,lead_paragraph,headline,headline_main,abstract_polarity,abstract_subjectivity,lead_paragraph_polarity,lead_paragraph_subjectivity,headline_polarity,headline_subjectivity,year,month
"Interviews with voters in Florida suggest that Mitt Romney’s moment was well received by some, but was also lost amid a tide of other urgent concerns.","ORLANDO, Fla. — Kaye Collie really wanted to pay attention to the last night of the Republican National Convention, particularly the big moment when the nominee, Mitt Romney, would step out on the huge stage in Tampa, Fla., and make the speech of his lifetime.","{'main': 'Too Busy or Just Too Tired, Some Floridians Paid Convention Little Mind', 'kicker': None, 'content_kicker': None, 'print_headline': 'Too Busy or Just Too Tired, Some Floridians Paid Convention Little Mind', 'name': None, 'seo': None, 'sub': None}","Too Busy or Just Too Tired, Some Floridians Paid Convention Little Mind",-0.125,0.375,0.15333333333333332,0.32,-0.1625,0.5,2012,9
Some longtime fans of the University of Montana Grizzlies are wrestling with their feelings in the wake of a series of allegations of sexual assaults by football players.,"MISSOULA, Mont. — Students are back in their classrooms this week, the heat of summer has cooled and new chalk lines have been placed on the football field as the University of Montana Grizzlies and their devoted fans prepare for the opening kickoff on Saturday.","{'main': 'Sex Charges Cast a Pall on a College Town', 'kicker': 'Missoula Journal', 'content_kicker': None, 'print_headline': 'Sex Charges Cast a Pall On a College Town', 'name': None, 'seo': None, 'sub': None}",Sex Charges Cast a Pall on a College Town,0.5,0.8333333333333334,0.06818181818181818,0.22727272727272727,0.0,0.0,2012,9
"Mark Edward, in coming clean about tricks used for duping people, tries to enter a class of magicians and mediums who perform their crafts and also debunk them.","Don’t mistake Mark Edward for John Edward. The two men, who are not related, are both professional mediums, men who charge money for their supposed skill at transmitting messages from the dead. But whereas John Edward had a nationally syndicated television show and still plays to large crowds in Las Vegas and across the country, Mark Edward’s biggest gigs were a baby shower at Eddie Murphy’s house and Buddy Hackett’s 70th birthday party.","{'main': 'Pro Medium Repents for Life of Cons', 'kicker': 'Beliefs', 'content_kicker': None, 'print_headline': 'Pro Medium Repents for Life of Cons', 'name': None, 'seo': None, 'sub': None}",Pro Medium Repents for Life of Cons,0.13333333333333336,0.55,0.028571428571428567,0.33214285714285713,0.0,0.0,2012,9
"Republicans, even House challengers, are distancing themselves from the proposed Medicare cuts in Paul D. Ryan’s budget plan, even as he and Mitt Romney urge them to embrace it.","TAMPA, Fla. — Even as Mitt Romney and Representative Paul D. Ryan exhort Republicans to embrace their proposed Medicare changes and spending cuts, the party’s rank and file is growing less enthusiastic about the fight than the top of the ticket.","{'main': 'Ryan’s Budget Proposal Is Pitting G.O.P. Troops Against Top of the Ticket', 'kicker': None, 'content_kicker': None, 'print_headline': 'Ryan’s Budget Proposal Is Pitting G.O.P. Troops Against Top of the Ticket', 'name': None, 'seo': None, 'sub': None}",Ryan’s Budget Proposal Is Pitting G.O.P. Troops Against Top of the Ticket,0.0,0.0,0.033333333333333326,0.5916666666666667,0.5,0.5,2012,9
"The remnants of Hurricane Isaac brought much-needed rain to the Midwest on Saturday, along with scattered reports of tornadoes.","The remnants of Hurricane Isaac, the slow-moving storm that disrupted the Republican National Convention and flooded towns along the Gulf Coast, brought much-needed rain to the Midwest on Saturday, along with scattered reports of tornadoes.","{'main': 'Isaac’s Vestiges Bring Midwest Rain', 'kicker': None, 'content_kicker': None, 'print_headline': 'Isaac&#8217;s Vestiges Bring Midwest Rain', 'name': None, 'seo': None, 'sub': None}",Isaac’s Vestiges Bring Midwest Rain,0.0,0.0,0.0,0.0,0.0,0.0,2012,9
"Political news from today’s Times and around the Web, plus a look at the weekly addresses and the latest happenings in Washington.",Today’s Times,"{'main': 'The Weekend Word: Political Theater', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",The Weekend Word: Political Theater,0.25,0.5,0.0,0.0,0.0,0.1,2012,9
A federal judge in Ohio on Friday ordered the state to give all voters the right to cast their ballots in person on the final three days before Election Day.,A federal judge in Ohio on Friday ordered the state to give all voters the right to cast their ballots in person on the final three days before Election Day.,"{'main': 'Federal Judge in Ohio Restores Early Voting', 'kicker': None, 'content_kicker': None, 'print_headline': 'Federal Judge in Ohio Restores Early Voting', 'name': None, 'seo': None, 'sub': None}",Federal Judge in Ohio Restores Early Voting,0.14285714285714285,0.7678571428571428,0.14285714285714285,0.7678571428571428,0.1,0.3,2012,9
"With his party’s nominating convention approaching, President Obama started a four-day campaign swing in Iowa on Saturday, returning to the state where he opened his unlikely quest for the presidency five years ago.","URBANDALE, Iowa — With his party’s nominating convention approaching next week, President Obama started a four-day, four-state campaign trip on Saturday in Iowa, the state where he opened his quest for the presidency five years ago.","{'main': 'Obama Visits Swing States Before Convention', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Obama Visits Swing States Before Convention,-0.25,0.25,0.0,0.0,0.0,0.0,2012,9
"President Obama is following the path of Senator Michael Bennet, who defeated a conservative Republican in 2010, a year of struggle for Democrats.","DENVER — As President Obama navigates the battleground states that will determine whether he wins a second term, his campaign strategists have unfolded a road map for one in particular. And they are following it closely as the best route to their destination. ","{'main': 'Obama Takes a Page From an Unexpected Victory in Colorado', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Colorado, Obama Takes Page From Unexpected Democratic Victory', 'name': None, 'seo': None, 'sub': None}",Obama Takes a Page From an Unexpected Victory in Colorado,0.0,0.1,0.29333333333333333,0.18666666666666668,0.1,1.0,2012,9
The polling data so far suggests that the Republican convention may produce only a modest bounce in the polls for Mitt Romney.,"The Republican National Convention in Tampa, Fla. received mediocre television ratings — and the polling data so far suggests that it may produce only a modest bounce in the polls for Mitt Romney.","{'main': 'Sept. 1: Romney’s Convention Bounce Appears Middling So Far', 'kicker': 'FiveThirtyEight', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Sept. 1: Romney’s Convention Bounce Appears Middling So Far,0.06666666666666667,0.9666666666666667,-0.07500000000000001,0.975,0.1,1.0,2012,9
