abstract,lead_paragraph,headline,headline_main,abstract_polarity,abstract_subjectivity,lead_paragraph_polarity,lead_paragraph_subjectivity,headline_polarity,headline_subjectivity,year,month
"The vice-presidential matchup is being billed as an event that has the power to turn the tide of the presidential campaign, but the political potency of a single debate is questionable.","One of the best-remembered moments from a presidential or vice-presidential debate was the night Senator Lloyd Bentsen of Texas, a Democratic vice-presidential candidate, knocked back Senator Dan Quayle of Indiana when Mr. Quayle compared himself to John F. Kennedy. (“Jack Kennedy was a friend of mine,” Mr. Bentsen said. “Senator, you’re no Jack Kennedy.”) Rarely has an exchange been shown so often, providing endless ridicule of Mr. Quayle.","{'main': 'Seeing Past a Debate’s Sound and Fury', 'kicker': 'On the Campaign', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Seeing Past a Debate’s Sound and Fury,-0.19047619047619047,0.4380952380952381,0.05833333333333333,0.5499999999999999,0.07500000000000001,0.325,2008,10
"Senator Joe Biden would seem to have a huge advantage going into Thursday’s debate, but his tendency to go too far and the hazards of debating a woman are signs of possible perils ahead.","With a single-word response, Senator Joseph R. Biden Jr. surprised and amused his listeners in the first Democratic primary debate, in April 2007. He was asked if he could be disciplined on the world stage and restrain his legendary loquaciousness.","{'main': 'Though an Experienced Debater, Biden Is Often Tripped Up by Spontaneity', 'kicker': None, 'content_kicker': None, 'print_headline': 'Though an Experienced Debater, Biden Is Often Tripped Up by Spontaneity', 'name': None, 'seo': None, 'sub': None}","Though an Experienced Debater, Biden Is Often Tripped Up by Spontaneity",0.16666666666666666,0.9666666666666667,0.4375,0.6833333333333333,0.8,0.9,2008,10
The Republican vice-presidential nominee walks a really thread-bare line on abortion due to rape or incest.,"Gov. Sarah Palin’s views on abortion are pretty well known. She’s opposed, pretty much across the board. And the entire right-leaning side of the world heralded her and her husband’s decision to go forward with a pregnancy, at 44, that resulted in the April birth of Trig, who has Down syndrome. She barely talks about her infant, except to say that she understands special needs children because of Trig. ","{'main': 'Palin on Abortion and Gays', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Palin on Abortion and Gays,0.037500000000000006,0.2875,0.13594104308390023,0.5407596371882086,0.0,0.0,2008,10
"The political potency of this 90-minute debate is questionable, writes Adam Nagourney in his column."," In his column today, Adam Nagourney writes that while Thursday’s vice-presidential matchup between Gov. Sarah Palin and Senator Joseph R. Biden Jr. is being billed as an event that has the power to turn the tide of the presidential campaign, the political potency of a single debate is questionable.","{'main': 'Seeing Past a Debate’s Sound and Fury', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Seeing Past a Debate’s Sound and Fury,-0.25,0.55,-0.19047619047619047,0.4380952380952381,0.07500000000000001,0.325,2008,10
"Required to acknowledge their responsibility for ads on public airwaves, hundreds of candidates for federal office are not just leaving it at, “I approved this message.”","The “candidate” had just finished detailing her energy policy, trashing her opponents and predicting her victory.","{'main': 'Candidates ‘Approve’ Ads and Get a Bit Creative', 'kicker': None, 'content_kicker': None, 'print_headline': 'Candidates ‘Approve’ Ads and Get a Bit Creative', 'name': None, 'seo': None, 'sub': None}",Candidates ‘Approve’ Ads and Get a Bit Creative,0.0,0.06666666666666667,0.0,0.0,0.5,1.0,2008,10
Those waiting for a peek at Gov. Sarah Palin’s personal finances are going to have to wait because of an agreement between the Federal Election Commission and the McCain campaign.,Those waiting for a peek at Gov. Sarah Palin’s personal finances are going to have to wait just a bit longer because of an agreement between the Federal Election Commission and the McCain campaign.,"{'main': 'Awaiting Palin’s Personal Finances', 'kicker': None, 'content_kicker': None, 'print_headline': 'Awaiting Palin’s Personal Finances', 'name': None, 'seo': None, 'sub': None}",Awaiting Palin’s Personal Finances,0.0,0.3,0.0,0.3,0.0,0.3,2008,10
Massachusetts received the Bush administration’s seal of approval for its landmark experiment in health care.,Massachusetts received the Bush administration’s seal of approval for its universal health care plan on Tuesday when it reached agreement with federal officials on financing a three-year continuation of the landmark experiment. ,"{'main': 'Financing for Massachusetts Preserves Health Plan', 'kicker': None, 'content_kicker': None, 'print_headline': 'Massachusetts Wins Waiver, Preserving Health Plan', 'name': None, 'seo': None, 'sub': None}",Financing for Massachusetts Preserves Health Plan,0.0,0.0,0.0,0.0,0.0,0.0,2008,10
The decision that the city had the right to charge employers to help pay for its universal health care plan could set the stage for a test of longstanding federal labor law.,"SAN FRANCISCO  In a decision that could set the stage for a test of the supremacy of a longstanding federal labor law, a panel of federal judges found Tuesday that San Francisco had the right to charge employers to help pay for its universal health care plan, the first in the nation.","{'main': 'Judges Say San Francisco Can Charge Employers for Its Health Plan', 'kicker': None, 'content_kicker': None, 'print_headline': 'Judges Say San Francisco Can Charge Employers for Its Health Plan', 'name': None, 'seo': None, 'sub': None}",Judges Say San Francisco Can Charge Employers for Its Health Plan,0.14285714285714285,0.26785714285714285,0.17857142857142858,0.2896825396825397,0.0,0.0,2008,10
Almost everything I thought parenting would be back before I had children has turned out to be wrong. I thought all those people were exaggerating when they said you can’t understand what it means to be a parent until you are one. I was wrong about that. I thought I could compartmentalize my life and my work instead having it all tangled and entwined. Wrong again. I thought I would never lose the baby weight. Sort of wrong. I did; it came back. I thought I would never be the kind of parent who let her child cry himself to sleep or play with toy guns or watch PG-13 movies before turning 13. Very wrong. ,Almost everything I thought parenting would be back before I had children has turned out to be wrong. I thought all those people were exaggerating when they said you can’t understand what it means to be a parent until you are one. I was wrong about that. I thought I could compartmentalize my life and my work instead having it all tangled and entwined. Wrong again. I thought I would never lose the baby weight. Sort of wrong. I did; it came back. I thought I would never be the kind of parent who let her child cry himself to sleep or play with toy guns or watch PG-13 movies before turning 13. Very wrong. ,"{'main': 'Welcome to The Motherlode', 'kicker': 'Motherlode', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Welcome to The Motherlode,-0.25625,0.6875,-0.25625,0.6875,0.8,0.9,2008,10
"Strong opposition to the bailout melted into an anxious babble, with lots of support for the idea of doing something — anything — that would end the financial crisis.","BOULDER, Colo.  Molly Winter, a longtime supporter of Mark Udall, the Democratic congressman for this liberal-leaning city nestled up against the Rocky Mountains, got up Tuesday, looked at the shambles of her 401(k) retirement plan, and dashed off an e-mail message to Mr. Udall. It was laced, she said, with some very pointed questions.","{'main': 'Amid the Wall Street Chaos: Confusion, Anger and Shifting Opinions', 'kicker': None, 'content_kicker': None, 'print_headline': 'Amid the Wall Street Chaos: Confusion, Anger and Shifting Opinions', 'name': None, 'seo': None, 'sub': None}","Amid the Wall Street Chaos: Confusion, Anger and Shifting Opinions",0.061111111111111116,0.5777777777777778,0.2,0.3,-0.7,0.2,2008,10
