abstract,lead_paragraph,headline,headline_main,abstract_polarity,abstract_subjectivity,lead_paragraph_polarity,lead_paragraph_subjectivity,headline_polarity,headline_subjectivity,year,month
"The passage of time softens perceptions of the former president, as Americans vent their frustrations on his son, the incumbent.","In her Web column today, Sheryl Gay Stolberg writes that, with regard to the current and former Presidents Bush, “a funny thing is happening. The father, in the soft glow of history, is having a political revival, as the spotlight glares ever more harshly on his son.” Go to column","{'main': 'The Political Revival of George Herbert Walker Bush', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",The Political Revival of George Herbert Walker Bush,0.0,0.0,0.13333333333333333,0.4541666666666667,0.0,0.1,2008,8
"This is not the first time that Paris Hilton and Britney Spears find themselves at the center of an unauthorized video. But, for the record, no one asked permission to feature them in the withering McCain campaign ad.","This is not the first time that Paris Hilton and Britney Spears find themselves at the center of an unauthorized video. But, for the record, no one asked permission to feature them in the withering McCain campaign television advertisement  that links Senator Barack Obama to their high-flying celebrity ways, their publicists say.","{'main': 'Britney and Paris Mum on McCain Ad', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Britney and Paris Mum on McCain Ad,0.075,0.21666666666666667,0.075,0.21666666666666667,0.0,0.0,2008,8
The Oregon incumbent’s commercial provides evidence of a close race with his Democratic challenger.,"Yet another TV ad from Senator Gordon Smith, Republican of Oregon, touts his bipartisan work with Democrats.","{'main': 'Another Smith Ad Links to Dems', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Another Smith Ad Links to Dems,0.0,0.0,0.0,0.0,0.0,0.0,2008,8
"President Bush has approved a revision of the executive order that governs the nation’s 16 spy agencies, the latest effort to unite the bureaucracies under the director of national intelligence.","WASHINGTON  President Bush has approved a long-awaited revision of the executive order that governs the nation’s 16 spy agencies, the latest effort to wrestle the competing bureaucracies into a single effort under the director of national intelligence.","{'main': 'Bush Issues Order Seeking to Unite the Efforts of U.S. Spy Agencies', 'kicker': None, 'content_kicker': None, 'print_headline': 'Bush Issues Order Seeking to Unite the Efforts of U.S. Spy Agencies', 'name': None, 'seo': None, 'sub': None}",Bush Issues Order Seeking to Unite the Efforts of U.S. Spy Agencies,0.5,0.9,0.2142857142857143,0.5571428571428572,0.0,0.0,2008,8
"House Republicans are staging a protest, staying in the dark chambers to continue their fight for lifting the ban on offshore drilling.","You’ve got to love this. And forgive us, if we get a little carried away with song lyrics and such. ","{'main': 'When the Lights Went Out', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",When the Lights Went Out,-0.15,0.4,0.10416666666666667,0.5333333333333333,0.0,0.0,2008,8
"Two scientific papers show progress in storing energy, a crucial component of plans to turn intermittent sources of energy, like wind and sun, into reliable replacements for coal and natural gas.","Storing energy is a crucial but expensive component of plans to turn intermittent sources of energy, like wind and sun, into reliable replacements for coal and natural gas. But two new scientific papers show progress in materials science and chemistry that could cut the cost. ","{'main': '2 Reports Raise Hopes on Energy', 'kicker': None, 'content_kicker': None, 'print_headline': '2 Reports Raise Hopes On Energy', 'name': None, 'seo': None, 'sub': None}",2 Reports Raise Hopes on Energy,0.05,0.7,-0.06590909090909092,0.6386363636363637,0.0,0.0,2008,8
A Los Angeles city task force tackled a serious public safety threat -- paparazzis. One solution? Creating personal safety zones between photographers and subjects.,"LOS ANGELES  A city task force convened Thursday morning to tackle a serious public safety threat that has resulted in broken toes, beach brawls and, apparently, the unfortunate trend of movie stars naming their children after fruit. ","{'main': 'Los Angeles Proposes Restraints on Paparazzi', 'kicker': None, 'content_kicker': None, 'print_headline': 'Los Angeles Proposes Restraints on Paparazzi', 'name': None, 'seo': None, 'sub': None}",Los Angeles Proposes Restraints on Paparazzi,-0.1111111111111111,0.3444444444444444,-0.23666666666666666,0.4966666666666667,0.0,0.0,2008,8
The leaders of an effort to pressure Barack Obama into picking Hillary Rodham Clinton as his running mate have ended their bid.,"They were hoping for a dream ticket, but now it appears they will have to settle for a speech.","{'main': 'Campaign for Clinton Ends', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Campaign for Clinton Ends,0.0,0.0,0.0,0.0,0.0,0.0,2008,8
"A Latin cross that looms over San Diego from a hilltop city park can stay put, a federal judge has ruled, turning aside complaints that its presence violates the United States Constitution.","LOS ANGELES  A Latin cross that looms over San Diego from a hilltop city park can stay put, a federal judge has ruled, turning aside complaints that its presence violates the United States Constitution.","{'main': 'Federal Judge Says Cross Can Stay on San Diego Hill', 'kicker': None, 'content_kicker': None, 'print_headline': 'Federal Judge Says Cross Can Stay on San Diego Hill', 'name': None, 'seo': None, 'sub': None}",Federal Judge Says Cross Can Stay on San Diego Hill,0.0,0.0,0.0,0.0,0.0,0.0,2008,8
"As the tone of the contest sharpened, the exchange injected racial politics front and center into the campaign.","ORLANDO, Fla.  Senator John McCain’s campaign accused Senator Barack Obama on Thursday of playing “the race card,” citing his remarks that Republicans would try to scare voters by pointing out that he “doesn’t look like all those other presidents on the dollar bills.”","{'main': 'McCain Camp Says Obama Is Playing ‘Race Card’', 'kicker': None, 'content_kicker': None, 'print_headline': 'McCain Camp Says Obama Plays ‘Race Card’', 'name': None, 'seo': None, 'sub': None}",McCain Camp Says Obama Is Playing ‘Race Card’,-0.1,0.1,-0.125,0.375,0.0,0.0,2008,8
