abstract,lead_paragraph,headline,headline_main,abstract_polarity,abstract_subjectivity,lead_paragraph_polarity,lead_paragraph_subjectivity,headline_polarity,headline_subjectivity,year,month
"With signs of the presidential race tightening in Pennsylvania, a state long considered out of his reach, Mitt Romney is planning a last-minute visit to the state.","PHILADELPHIA — With signs of the presidential race tightening in Pennsylvania, a state long considered out of his reach, Mitt Romney is planning a last-minute visit to the state.","{'main': 'Romney to Visit Pennsylvania on Sunday', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Romney to Visit Pennsylvania on Sunday,-0.05,0.4,-0.05,0.4,0.0,0.0,2012,11
"As the aftermath of Hurricane Sandy continues to disrupt lives, several colleges have agreed to extend their early admission deadlines.","Nov. 15, 2012 at 10:55 a.m. | Updated ","{'main': 'Colleges Extend Early Admission Deadlines', 'kicker': 'The Choice', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Colleges Extend Early Admission Deadlines,0.05,0.15,0.0,0.0,0.1,0.3,2012,11
"The makeup date is Nov. 17, the weekend before Thanksgiving and two weeks before the regularly scheduled Dec. 1 test.","6:13 p.m. | This news has been updated. Please read our latest report, SAT Cancellation Spreads to Several States Affected by Storm. ","{'main': 'SAT Is Postponed Throughout New York City', 'kicker': 'The Choice', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",SAT Is Postponed Throughout New York City,0.0,0.07692307692307693,0.25,0.45,0.13636363636363635,0.45454545454545453,2012,11
"Mitt Romney greeted supporters at a campaign event on Thursday in Roanoke, Va. It was the first of three events the Republican candidate scheduled for the swing state.",,"{'main': 'The Caucus Click: Romney in Virginia', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",The Caucus Click: Romney in Virginia,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,2012,11
"President Obama continues to hold the lead in the vast majority of polls in Ohio, Wisconsin, Nevada and Iowa, the states that represent his path of least resistance toward winning the Electoral College. This was particularly apparent on Wednesday.","On Oct. 11, this blog posed the question of whether President Obama’s “firewall” in battleground states was all that it was cracked up to be. ","{'main': 'Oct. 31: Obama’s Electoral College ‘Firewall’ Holding in Polls', 'kicker': 'FiveThirtyEight', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Oct. 31: Obama’s Electoral College ‘Firewall’ Holding in Polls,0.0625,0.625,0.0,0.0,0.0,0.0,2012,11
"Amartya Sen, a Harvard economist and philosopher, noted the uneven impact of famine by a divide of wealth. The so-called Superstorm Sandy, though, affected both poor and affluent communities.","NEW YORK — For Amartya Sen, a Nobel Prize recipient and Harvard economist and philosopher, a formative life experience was the Bengal famine of 1943, which he had observed as a child living in Santiniketan, in Bengal, a state in the eastern region of India.","{'main': 'Class Divide Jumbled by the Storm', 'kicker': 'Way of the World', 'content_kicker': None, 'print_headline': 'Class Divide Jumbled by the Storm', 'name': None, 'seo': None, 'sub': None}",Class Divide Jumbled by the Storm,0.016666666666666607,0.5833333333333334,0.13636363636363635,0.45454545454545453,0.0,0.0,2012,11
"If the votes go their way in the 11 elections for governor next week, Republicans could have their strongest statehouse hand in decades.","SEATTLE — If the votes go their way in the 11 elections for governor next week, Republicans could have their strongest statehouse hand in decades. ","{'main': 'As Focus Turns Local, G.O.P. Is Poised to Increase Edge in Governorships', 'kicker': None, 'content_kicker': None, 'print_headline': 'As Focus Turns Local, G.O.P. Is Poised to Increase Edge in Governorships', 'name': None, 'seo': None, 'sub': None}","As Focus Turns Local, G.O.P. Is Poised to Increase Edge in Governorships",0.0,0.0,0.0,0.0,0.0,0.0,2012,11
"In recent polls, President Obama continues to lead Mitt Romney on the question of who would better handle Medicare in the crucial swing states of Florida, Virginia and Ohio.","President Obama continues to lead Mitt Romney on the question of who would better handle Medicare in the crucial swing states of Florida, Ohio and Virginia, recent polls of likely voters in all three states found. But as Election Day nears Mr. Romney has narrowed the gap in Florida and Virginia.","{'main': 'In Swing States, Obama Leads on Handling of Medicare', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","In Swing States, Obama Leads on Handling of Medicare",0.16666666666666666,0.5833333333333334,0.125,0.6875,0.0,0.0,2012,11
"Less than a week to Election Day, a number of national polls are showing a close race between President Obama and Mitt Romney among likely voters.","Less than a week to Election Day, a number of national polls are showing a close race between President Obama and Mitt Romney among likely voters. Check back daily to track the race as it heads into its final days.","{'main': 'Poll Watch: Track the Polls in the Race’s Final Days', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Poll Watch: Track the Polls in the Race’s Final Days,-0.08333333333333333,0.5333333333333333,-0.03333333333333333,0.4133333333333333,0.0,1.0,2012,11
"The candidates in their own words, from the campaign trail on Thursday.","President Obama at a campaign rally in Green Bay, Wis.:","{'main': 'The Candidates in Their Own Words: Nov. 1', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': 'In Their Own Words', 'name': None, 'seo': None, 'sub': None}",The Candidates in Their Own Words: Nov. 1,0.6,1.0,-0.2,0.3,0.6,1.0,2012,11
The campaigns roared back to life with urgent closing arguments and a flurry of cross-country rallies as Mitt Romney raced to overtake President Obama in the election’s final 100 hours.,"WASHINGTON — The two presidential campaigns roared back to life on Thursday, ending a storm-imposed hiatus with urgent closing arguments and a flurry of cross-country rallies as Mitt Romney raced to overtake President Obama in the election’s final 100 hours.","{'main': 'After Storm Hiatus, Presidential Race Is Back in Full Swing', 'kicker': None, 'content_kicker': None, 'print_headline': 'Storm-Imposed Intermission Over, Both Campaigns Rush Back Onto Stage', 'name': None, 'seo': None, 'sub': None}","After Storm Hiatus, Presidential Race Is Back in Full Swing",0.0,0.5,0.0,0.5,0.175,0.275,2012,11
"Some 1,500 test centers may be affected in New York, New Jersey, Pennsylvania, Maryland, Delaware and other states still recovering from the storm.","The SAT scheduled for Saturday has been postponed for thousands of students in states that have been affected by Hurricane Sandy, the College Board announced in a news release Thursday afternoon.","{'main': 'SAT Cancellation Spreads to Several States Affected by Storm', 'kicker': 'The Choice', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",SAT Cancellation Spreads to Several States Affected by Storm,0.04924242424242423,0.42803030303030304,0.0,0.0,0.0,0.0,2012,11
Some wealthy donors appear to be acting as a kind of SWAT team for Democratic and Republican candidates by pouring last-minute contributions into races.,Some wealthy donors appear to be acting as a kind of SWAT team for Democratic and Republican candidates by pouring last-minute contributions into competitive House races. These 11th-hour gifts are often their first to these campaigns.,"{'main': 'Last-Minute Help From Wealthy Donors', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': 'Last-Minute Help From Wealthy Donors', 'name': None, 'seo': None, 'sub': None}",Last-Minute Help From Wealthy Donors,0.3666666666666667,0.6333333333333333,0.3375,0.5583333333333333,0.5,1.0,2012,11
"The aftermath of the storm has complicated matters for pollsters, some of whom have been studying grids of power failures, county by county.","In the final days of this intensely close election season, polling has taken on an added layer of uncertainty with millions of people stranded without electricity and without phones in several states. It may seem even silly or ridiculous to those experiencing the worst storm damage in their lives to talk about polling (or for that matter receive a survey call on a cellphone whose charged battery is indeed a lifeline), but for the data-obsessed and for pollsters, storm Sandy has complicated matters just a bit.","{'main': 'Examining the Effect of the Storm on Polling', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Examining the Effect of the Storm on Polling,-0.5,1.0,-0.30476190476190473,0.8392857142857143,0.0,0.0,2012,11
"A brutal campaign in Millcreek takes on issues of taxes, spending and the right size and role of government in people’s lives.","MILLCREEK, Utah — The campaign has been brutal. Names have been called, insults hurled, yard signs stolen. In these final days, volunteers are out knocking on doors, and undecided voters are awash in leaflets warning about big government and higher taxes, or the loss of crucial government services.","{'main': 'A Utah Suburb Faces a Fight on Becoming Its Own City', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Suburb Faces a Fight On Becoming Its Own City', 'name': None, 'seo': None, 'sub': None}",A Utah Suburb Faces a Fight on Becoming Its Own City,-0.29464285714285715,0.7678571428571428,-0.125,0.72,0.525,0.925,2012,11
Increasing racial diversity and a top-notch Democratic Party organization have transformed Nevada from a reliably red state.,"We continue our Presidential Geography series, a one-by-one examination of each state’s political landscape and how it is changing. Here is Nevada, the Silver State. FiveThirtyEight spoke with Jon Ralston, a longtime political reporter in Nevada who runs his own political commentary site, RalstonReports.com, and hosts a public affairs program also called “Ralston Reports;” and David Damore, an associate professor of political science at University of Nevada, Las Vegas. ","{'main': 'In Nevada, Obama, Ryan and Signs of a New (Democratic-Leaning) Normal', 'kicker': 'FiveThirtyEight', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","In Nevada, Obama, Ryan and Signs of a New (Democratic-Leaning) Normal",0.5,0.5,0.09999999999999999,0.24444444444444446,0.1431818181818182,0.5522727272727272,2012,11
The evolution of Mitt Romney’s stump speech illustrates his long journey from partisanship toward the middle of American politics.,"TAMPA, Fla. — Mitt Romney used to talk up the “crucial” importance of having two parents in the home, saying “a mom and dad together” have a big impact. But over the past week, he has been extolling the virtues of single mothers at every turn, holding them out as examples of Americans “living for something bigger than themselves.”","{'main': 'In Dwindling Days of the Race, Romney Takes a Softer Tack', 'kicker': 'Political Memo', 'content_kicker': None, 'print_headline': 'In Dwindling Days of the Race, Romney Takes a Softer Tack', 'name': None, 'seo': None, 'sub': None}","In Dwindling Days of the Race, Romney Takes a Softer Tack",-0.016666666666666666,0.13333333333333333,-0.06428571428571428,0.4128571428571428,0.0,0.0,2012,11
"For both the state and national polls to be accurate, and the math to work, something needs to give.","Mitt Romney and President Obama remain roughly tied in national polls, while state polls suggest a lead for Mr. Obama in the Electoral College. Many people take this to mean that there is a fairly good chance of a split outcome between the Electoral College and the popular vote. But the story may not be so simple.","{'main': 'When State Polls Differ From National Polls', 'kicker': None, 'content_kicker': None, 'print_headline': 'When State Polls Differ From National Polls', 'name': None, 'seo': None, 'sub': None}",When State Polls Differ From National Polls,0.4000000000000001,0.6333333333333333,0.23124999999999998,0.5741071428571428,0.0,0.0,2012,11
