abstract,lead_paragraph,headline,headline_main,abstract_polarity,abstract_subjectivity,lead_paragraph_polarity,lead_paragraph_subjectivity,headline_polarity,headline_subjectivity,year,month
Rupert Murdoch has some candid words for the Romney campaign team.,"10:19 a.m. | Updated Rupert Murdoch is offering some unsolicited advice to the Romney campaign. Saying he met the candidate last week, Mr. Murdoch, the head of the News Corporation, suggested Sunday on Twitter that Mr. Romney may have to shed some of his current staff and replace them in order to go up against “Tough O Chicago Pros” — no doubt a reference to President Obama‘s campaign team, which is based in that city.","{'main': 'Murdoch Chides Romney on Campaign and Obama Challenge', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Murdoch Chides Romney on Campaign and Obama Challenge,0.6,0.8,-0.12962962962962962,0.43333333333333335,0.0,0.0,2012,7
"President Obama is successfully invoking Mitt Romney’s career at Bain Capital to raise doubts about Mr. Romney’s commitment to the middle class, strategists in both parties say.","Propelled by a torrent of blistering television advertisements, President Obama is successfully invoking Mitt Romney’s career at Bain Capital to raise questions about his commitment to the middle class, strategists in both parties say, as the candidates engage in a critical summer duel to set the terms for this fall.","{'main': 'Bain Attacks Make Inroads for President', 'kicker': None, 'content_kicker': None, 'print_headline': 'Bain Attacks Make Inroads For President', 'name': None, 'seo': None, 'sub': None}",Bain Attacks Make Inroads for President,0.375,0.475,0.25,0.5833333333333334,0.0,0.0,2012,7
"The White House chief of staff, in interviews, defended President Obama’s health care law but rejected the “tax” label that the Supreme Court, in a ruling last week that mostly upheld the law, used to describe the penalty payment required for those who choose to not buy health insurance.","WASHINGTON – Jacob J. Lew, the White House chief of staff, on Sunday defended President Obama‘s health care law but rejected the “tax” label that the Supreme Court, in a ruling that mostly upheld the law last week, used to describe the penalty payment required for those who choose not to buy health insurance.","{'main': 'Obama Aide Rejects ‘Tax’ Label for Health Care Law', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Obama Aide Rejects ‘Tax’ Label for Health Care Law,0.16666666666666666,0.18888888888888888,0.16666666666666666,0.18888888888888888,0.0,0.0,2012,7
Searing heat and powerful storms remained a threat Sunday as crews rushed to remove fallen trees and restore electricity after a deadly bout of severe weather.,"As temperatures soared again on Sunday, utility crews in the mid-Atlantic region raced to remove fallen trees and restore power to about two million customers, even as the area faced the threat of additional thunderstorms.","{'main': 'Many Still Without Electricity in Mid-Atlantic States', 'kicker': None, 'content_kicker': None, 'print_headline': 'Many Still Without Electricity in Mid-Atlantic States', 'name': None, 'seo': None, 'sub': None}",Many Still Without Electricity in Mid-Atlantic States,0.04999999999999999,0.7,0.0,0.0,0.5,0.5,2012,7
"Since President Obama swept into office with vast backing from young people, a new corps of voters have come of age with views shaped by the recession.","Maria Verdugo, a 20-year-old graduate of the University of California, Santa Cruz, barely remembers the presidential election of 2008 — the one that spawned a youth movement that was singular in its scope and political effectiveness — except for “something about Obama saying we needed a change.”","{'main': 'Stung by Recession, Young Voters Shed Image as Obama Brigade', 'kicker': None, 'content_kicker': None, 'print_headline': 'Stung by Recession, Young Voters Shed Image as Obama Brigade', 'name': None, 'seo': None, 'sub': None}","Stung by Recession, Young Voters Shed Image as Obama Brigade",0.07878787878787878,0.6181818181818182,0.025,0.1,0.1,0.4,2012,7
"Corrections appearing in print for July 1, 2012.",SPORTS,"{'main': 'Corrections: July 1', 'kicker': None, 'content_kicker': None, 'print_headline': 'Corrections', 'name': None, 'seo': None, 'sub': None}",Corrections: July 1,0.0,0.0,0.0,0.0,0.0,0.0,2012,7
"The Supreme Court's historic decision to uphold the central tenet of Obamacare settles the law, not the politics. The outcome poses challenges for both presidential contenders.","WASHINGTON — Shortly after the U.S. Supreme Court’s historic health care decision, Barack Obama and Mitt Romney appeared before the cameras to offer their spin. Neither took questions.","{'main': 'Next Battleground of Health Care Debate', 'kicker': 'Letter From Washington', 'content_kicker': None, 'print_headline': 'Next Battleground of Health Care Debate', 'name': None, 'seo': None, 'sub': None}",Next Battleground of Health Care Debate,0.0,0.125,0.0,0.15,0.0,0.0,2012,7
"With temperatures cresting at 115 degrees last week, Hill City has earned a new distinction as the center of America’s summer inferno.","HILL CITY, Kan. — This town on the parched plains, best known for its bountiful pheasant hunting and museum of oil history, recently earned a new, if unwelcome, distinction — the center of America’s summer inferno. ","{'main': 'In One Kansas Town, Even Hotter Than Usual', 'kicker': None, 'content_kicker': None, 'print_headline': 'For One Kansas Town, Even Hotter Than Usual', 'name': None, 'seo': None, 'sub': None}","In One Kansas Town, Even Hotter Than Usual",0.012121212121212116,0.20707070707070707,0.25909090909090904,0.2761363636363637,-0.25,0.25,2012,7
"In an effort to improve revenue, courts are turning to businesses that specialize in collections, resulting in costs that can reach thousands of dollars for a minor traffic offense.","CHILDERSBURG, Ala. — Three years ago, Gina Ray, who is now 31 and unemployed, was fined $179 for speeding. She failed to show up at court (she says the ticket bore the wrong date), so her license was revoked. ","{'main': 'Poor Land in Jail as Companies Add Huge Fees for Probation', 'kicker': None, 'content_kicker': None, 'print_headline': 'Poor Land in Jail as Companies Add Huge Fees for Probation', 'name': None, 'seo': None, 'sub': None}",Poor Land in Jail as Companies Add Huge Fees for Probation,-0.05,0.2,-0.5,0.6,-0.03333333333333335,0.5,2012,7
"The Department of Veterans Affairs, recognizing the problem, has started a series of hiring fairs.","DETROIT — Malcolm Byrd got out of the Marine Corps in 2003 and found work, first in a General Motors factory and then with a nonprofit group. But four months ago, he lost his job because of government budget cuts and has been job hunting since.","{'main': 'Agency Confronts Hurdles in Helping Veterans Match Military Skills to Civilian Jobs', 'kicker': None, 'content_kicker': None, 'print_headline': 'Agency Confronts Hurdles in Helping Veterans Match Military Skills to Civilian Jobs', 'name': None, 'seo': None, 'sub': None}",Agency Confronts Hurdles in Helping Veterans Match Military Skills to Civilian Jobs,0.0,0.0,0.15000000000000002,0.41666666666666663,-0.1,0.1,2012,7
