abstract,lead_paragraph,headline,headline_main,abstract_polarity,abstract_subjectivity,lead_paragraph_polarity,lead_paragraph_subjectivity,headline_polarity,headline_subjectivity,year,month
"Some officials have argued for disclosing the material quickly to distance the new administration from the policies of the Bush years, but others say the documents could expose intelligence methods.","WASHINGTON  The Obama administration is intensely debating whether and when to release documents from the Bush administration related to harsh interrogation methods used on prisoners belonging to Al Qaeda, according to administration and Congressional officials.","{'main': 'Administration Is Debating Release of Interrogation Memos', 'kicker': None, 'content_kicker': None, 'print_headline': 'Debating Release of Interrogation Memos', 'name': None, 'seo': None, 'sub': None}",Administration Is Debating Release of Interrogation Memos,0.23484848484848483,0.4772727272727273,0.0,0.6999999999999998,0.0,0.0,2009,4
The bill would provide incentives for motorists to trade in their old cars for more fuel-efficient models.,"Senator Charles E. Schumer, Democrat of New York, and Senator Dianne Feinstein, Democrat of California, are looking to lend some bi-coastal muscle to a bill that would provide incentives for motorists to trade in their old cars for more fuel-efficient models – an idea that President Obama embraced during his announcement of additional aid for General Motors and Chrysler.","{'main': 'Schumer, Feinstein Rev Up ‘Clunkers’ Bill', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","Schumer, Feinstein Rev Up ‘Clunkers’ Bill",0.3,0.35,0.1965909090909091,0.41363636363636364,0.0,0.0,2009,4
"Prime Minister Brown called on the U.K. press corps for four whole questions. Meanwhile, President Obama only called on the White House press corps thrice.",LONDON — Is President Obama trying to muzzle his press corps?,"{'main': 'We’re Not Keeping Score, but…', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","We’re Not Keeping Score, but…",0.06666666666666667,0.4666666666666666,0.0,0.0,0.0,0.0,2009,4
"Jamie Oliver, of Naked Chef fame, made dinner for President Obama and the 19 other world leaders attending a working dinner of the Group of 20 economic summit at 10 Downing Street.",LONDON — Food Network lovers take note.,"{'main': 'Please Pass the Jersey Royals', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Please Pass the Jersey Royals,0.025000000000000005,0.325,0.0,0.0,0.0,0.0,2009,4
"The Justice Department moved to drop charges against Ted Stevens, citing prosecutorial misconduct.","WASHINGTON  The Justice Department moved on Wednesday to drop all charges against former Senator Ted Stevens of Alaska, who lost his seat last year just days after being convicted on seven felony counts of ethics violations.","{'main': 'Justice Dept. Moves to Void Stevens Case', 'kicker': None, 'content_kicker': None, 'print_headline': 'Justice Dept. Moves to Void Stevens Case', 'name': None, 'seo': None, 'sub': None}",Justice Dept. Moves to Void Stevens Case,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,2009,4
President Obama sought to project a united front even as some G-20 leaders continued to challenge the model being pushed by his administration to get out of the crisis.,"In his debut as president on the world stage, President Obama sought to project a united front even as some G-20 leaders continued to challenge the model being pushed by his administration to get out of the crisis.","{'main': 'Photos: Obama on the World Stage', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Photos: Obama on the World Stage,0.0,0.0,0.0,0.0,0.0,0.0,2009,4
Republicans are threatening to filibuster the confirmations of two of President Obama’s choices for senior Justice Department posts.,"WASHINGTON  Although the parties have changed places, the nomination wars continue. ","{'main': 'Storm Clouds Gather Over Obama Nominees', 'kicker': 'Political Memo', 'content_kicker': None, 'print_headline': 'In Senate Judiciary Wars, G.O.P. Struggles With Role', 'name': None, 'seo': None, 'sub': None}",Storm Clouds Gather Over Obama Nominees,0.0,0.0,0.0,0.0,0.0,0.0,2009,4
A three-judge panel ruled that only 400 absentee ballots — far fewer than Republican Senator Norm Coleman had sought — should be examined for possible counting.,"WASHINGTON  Al Franken, the comedian turned politician, won a potentially decisive court ruling on Tuesday in his bid to replace Norm Coleman, a Minnesota Republican trying to hold on to his Senate seat. ","{'main': 'Franken Wins Ruling in Minnesota Senate Race', 'kicker': None, 'content_kicker': None, 'print_headline': 'Democrat Wins Favorable Court Ruling in Minnesota Senate Race', 'name': None, 'seo': None, 'sub': None}",Franken Wins Ruling in Minnesota Senate Race,0.03333333333333333,1.0,0.0,1.0,0.3,0.2,2009,4
"A jury is deliberating the case of Ward L. Churchill, a former professor who says he was fired because he called victims of the Sept. 11, 2001, attacks “little Eichmanns.”","After a four-week trial, a jury in Denver is deliberating the case of Ward L. Churchill, a former University of Colorado professor who says he was fired because of an essay he wrote in which he called victims of the Sept. 11, 2001, terrorist attacks “little Eichmanns.” ","{'main': 'Jury Gets Case of Fired Professor', 'kicker': None, 'content_kicker': None, 'print_headline': 'Jury Gets Case of Fired Colorado Professor', 'name': None, 'seo': None, 'sub': None}",Jury Gets Case of Fired Professor,-0.09375,0.25,-0.09375,0.25,0.0,0.0,2009,4
"A telephone call the president made to the mayor of Fargo, N.D., last week signaled the Obama administration’s eagerness to avoid a major disaster.","FARGO, N.D.  Well before the waters of the Red River were expected to reach their most threatening levels here, Dennis Walaker, the mayor, received a telephone call from President Obama.","{'main': 'As States’ Rivers Began to Swell, Federal Resources Poured In', 'kicker': None, 'content_kicker': None, 'print_headline': 'As States’ Rivers Began to Swell, Federal Resources Poured In', 'name': None, 'seo': None, 'sub': None}","As States’ Rivers Began to Swell, Federal Resources Poured In",0.03125,0.2833333333333333,0.13333333333333333,0.3,0.0,0.0,2009,4
"The creator of a financial aid website, finaid.org, seeks your questions.","As fat envelopes compete with shrinking paychecks in the mailboxes of some American families, The Choice is soliciting your questions about financial aid. By using the comment box below, please submit questions for consideration by Mark Kantrowitz, an expert on paying for college and the founder (and publisher) of FinAid.org. ","{'main': 'Guidance Office: Seeking Your Financial Aid Questions', 'kicker': 'The Choice', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Guidance Office: Seeking Your Financial Aid Questions,0.0,0.0,0.0,0.0,0.0,0.0,2009,4
"After getting hammered in the British press as a lousy gift-giver, President Obama tries to redeem himself by presenting an iPod to Queen Elizabeth.","LONDON—Finally! An answer to the question that everyone has been dying to know, especially after the debacle of the gift exchange last month when the Obama’s gave British Prime Minister Gordon Brown a bunch of DVDs and proceeded to get hammered for bad gift-giving by the British press: What did the Obamas give to Queen Elizabeth II Wednesday when they arrived at Buckingham Palace?","{'main': 'Her Majesty’s Royal iPod', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Her Majesty’s Royal iPod,-0.19999999999999998,0.3,-0.13999999999999996,0.3466666666666667,0.0,0.0,2009,4
"Far fewer Republicans voted for the latest version, citing too much government intervention into the management of private companies.","The House on Wednesday approved yet another bill to restrict bonuses and compensation at financial firms that have received government bailout money, as Democrats muscled the legislation past angry Republican opposition.","{'main': 'House Passes New Bill to Curb Executive Bonuses', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",House Passes New Bill to Curb Executive Bonuses,0.2,0.61875,-0.25,0.4166666666666667,0.13636363636363635,0.45454545454545453,2009,4
"The insurance industry has made several major concessions, while the chairmen of five Congressional committees reached a consensus on the main legislative points.","WASHINGTON  Efforts to overhaul the health care system have moved ahead rapidly, with the insurance industry making several major concessions and the chairmen of five Congressional committees reaching a consensus on the main ingredients of legislation.","{'main': 'Democrats Agree on a Health Plan; Now Comes the Hard Part', 'kicker': None, 'content_kicker': None, 'print_headline': 'Democrats Agree on a Health Plan; Now Comes the Hard Part', 'name': None, 'seo': None, 'sub': None}",Democrats Agree on a Health Plan; Now Comes the Hard Part,0.07638888888888888,0.27777777777777773,0.07638888888888888,0.27777777777777773,-0.2916666666666667,0.5416666666666666,2009,4
"In a piece of good news for the state’s battered economy, California has sold $6.5 billion in general obligation bonds, $2.5 billion more than it had planned.","LOS ANGELES  After months of inability to access the bond market, California has sold $6.5 billion in general obligation bonds, $2.5 billion more than it had planned, though with higher yields than in the past.","{'main': 'California Bond Sale Could Revive Public Works', 'kicker': None, 'content_kicker': None, 'print_headline': 'Big Bond Sale In California Could Revive Public Works', 'name': None, 'seo': None, 'sub': None}",California Bond Sale Could Revive Public Works,0.4166666666666667,0.5333333333333333,0.1375,0.4375,0.0,0.06666666666666667,2009,4
