abstract,lead_paragraph,headline,headline_main,abstract_polarity,abstract_subjectivity,lead_paragraph_polarity,lead_paragraph_subjectivity,headline_polarity,headline_subjectivity,year,month
The ad is the latest example of the president directly engaging with Mitt Romney.,"The Obama campaign on Tuesday released a new ad that will run in three crucial swing states, taking aim at Mitt Romney’s job-creation record and accusing him of shipping jobs overseas.","{'main': 'Obama Ad Attacks Romney on Swiss Bank Account', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Obama Ad Attacks Romney on Swiss Bank Account,0.45,0.8,0.06818181818181818,0.7272727272727273,0.0,0.0,2012,5
"Of the more than $13 million Gov. Scott Walker raised from January 18 to April 23, his campaign has spent more than $10 million, still leaving him $4.8 million as the recall election approaches June 5.","By the start of this year, Wisconsin’s record for fund-raising by a candidate for governor had already been broken. Scott Walker, the Republican governor who faces a recall election, had collected more than $12 million. Then came the last three months — and more than $13 million, Mr. Walker’s campaign reported on Monday.","{'main': 'In Wisconsin, Walker Campaign Reports More Than $13 Million Raised Since January', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","In Wisconsin, Walker Campaign Reports More Than $13 Million Raised Since January",0.3,0.3666666666666667,0.15,0.3666666666666667,0.5,0.5,2012,5
"It has been a good week for Senator Scott P. Brown, who has managed to keep his challenger, Elizabeth Warren, on the ropes.",BOSTON — The half-court basketball shot that Senator Scott P. Brown sank on Friday during a visit to a youth center — recorded by his staff and widely circulated on the Web — was just the beginning.,"{'main': 'A Shot Is Sunk, and Taken, in Massachusetts Race', 'kicker': 'Political Memo', 'content_kicker': None, 'print_headline': 'Shot Sunk, And Taken, In Campaign', 'name': None, 'seo': None, 'sub': None}","A Shot Is Sunk, and Taken, in Massachusetts Race",0.7,0.6000000000000001,-0.1,0.25,0.0,0.0,2012,5
"Cheri Young, whose husband was a longtime aide to John Edwards, traded jabs with a defense lawyer during cross-examination on Tuesday.","GREENSBORO, N.C. — Facing cross-examination in the federal corruption trial of John Edwards, Cheri Young, the wife of a former Edwards aide, proved to be an infuriating witness on Tuesday as she swatted back questions and skewered insinuations.","{'main': 'Edwards Defense Team Makes Few Inroads With Ex-Aide’s Wife on Witness Stand', 'kicker': None, 'content_kicker': None, 'print_headline': 'Edwards Defense Team Makes Few Inroads With Ex-Aide’s Wife on Witness Stand', 'name': None, 'seo': None, 'sub': None}",Edwards Defense Team Makes Few Inroads With Ex-Aide’s Wife on Witness Stand,0.1,0.4,-0.125,0.30000000000000004,-0.2,0.1,2012,5
Mitt Romney comes to Manhattan and meets Rudolph W. Giuliani to talk about Bin Laden.,"On the anniversary of the killing of Osama bin Laden, Mitt Romney used an appearance at a downtown Manhattan firehouse to keep the pot boiling between him and President Obama over the decision to pursue Bin Laden into Pakistan, accusing Mr. Obama of politicizing the issue. ","{'main': 'Romney, Near Ground Zero, Faults Obama for Politicizing Raid', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","Romney, Near Ground Zero, Faults Obama for Politicizing Raid",0.0,0.0,0.0,0.0,0.1,0.4,2012,5
So what was President Obama supposed to be doing while he was actually flying secretly to Afghanistan all morning?,So what was President Obama supposed to be doing while he was actually flying secretly to Afghanistan all morning?,"{'main': 'Obama’s Afghan Trip Is Latest in Tradition of Covert Presidential Travel', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Obama’s Afghan Trip Is Latest in Tradition of Covert Presidential Travel,-0.2,0.39999999999999997,-0.2,0.39999999999999997,0.5,0.9,2012,5
"Elizabeth Warren, who is running for the Senate in Massachusetts, was accused of claiming American Indian ancestry to advance her career.","Elizabeth Warren, the likely Democratic challenger to Senator Scott P. Brown in the closely watched Senate race in Massachusetts, released statements on Monday night from officials at all of the law schools where she has taught insisting that her hiring was based on merit, not ancestry. ","{'main': 'Candidate for Senate Defends Past Hiring', 'kicker': None, 'content_kicker': None, 'print_headline': 'Candidate For Senate Defends Past Hiring', 'name': None, 'seo': None, 'sub': None}",Candidate for Senate Defends Past Hiring,0.0,0.0,0.0,1.0,-0.25,0.25,2012,5
"Expert advice for seniors during the final months of high school, including suggestions on when to say “Thank you,” and “No thank you.”","In March, The Choice introduced an occasional series called Counselor’s Calendar, which is intended to guide students as they go through the admissions process. ","{'main': 'Counselor’s Calendar | May Checklist for Seniors', 'kicker': 'The Choice', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Counselor’s Calendar | May Checklist for Seniors,0.08,0.77,0.0,0.125,0.0,0.0,2012,5
"Senator Richard G. Lugar of Indiana faces a formidable Republican challenger, and a loss should increase Democrats’ odds of picking up the Senate seat in November.","The latest veteran lawmaker to be the subject of a vigorous primary challenge is the 80-year-old Senator Richard G. Lugar of Indiana, who is being challenged for the Republican nomination by State Treasurer Richard Mourdock.","{'main': 'Lugar Loss Could Provide Pickup Opportunity for Democrats', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Lugar Loss Could Provide Pickup Opportunity for Democrats,0.0,0.0,0.18333333333333335,0.43333333333333335,0.0,0.0,2012,5
A video of Al Armendariz saying he sought to “crucify” companies breaking regulations as a deterrent to others had been circulated by Republican foes of President Obama’s environmental policy.,"WASHINGTON — The top Environmental Protection Agency official in Texas has resigned over a two-year-old video circulated by Congressional Republicans of a speech in which he declared that the agency should hit polluters with its full powers, citing the Roman practice of crucifying enemies as a deterrent.","{'main': 'E.P.A. Official in Texas Quits Over ‘Crucify’ Video', 'kicker': None, 'content_kicker': None, 'print_headline': 'E.P.A. Official in Texas Quits Over ‘Crucify’ Video', 'name': None, 'seo': None, 'sub': None}",E.P.A. Official in Texas Quits Over ‘Crucify’ Video,0.0,0.0,0.425,0.525,0.0,0.0,2012,5
The Orange County Sheriff’s Office said charges would be brought against members of the school band involved in the death of Robert Champion.,"ATLANTA — Criminal charges will be filed on Wednesday against members of the Florida A&M University marching band who were involved in the hazing death of a fellow student last fall, the police said Tuesday.","{'main': 'Charges Are Planned in Florida A&M Hazing Death', 'kicker': None, 'content_kicker': None, 'print_headline': 'Charges Are Planned in Florida A&M Hazing Death', 'name': None, 'seo': None, 'sub': None}",Charges Are Planned in Florida A&M Hazing Death,0.0,0.0,-0.2,0.30833333333333335,0.0,0.0,2012,5
Newt Gingrich has given himself many opportunities to abandon his presidential campaign.,"Most losing presidential candidates want to slink away, unnoticed, with brief statements that their campaign has run its course.","{'main': 'Gingrich Announces That He Will Announce His Exit', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Gingrich Announces That He Will Announce His Exit,0.5,0.5,0.09999999999999999,0.4777777777777778,0.0,0.0,2012,5
