abstract,lead_paragraph,headline,headline_main,abstract_polarity,abstract_subjectivity,lead_paragraph_polarity,lead_paragraph_subjectivity,headline_polarity,headline_subjectivity,year,month
The poet chosen to read at Barack Obama’s inaugural ceremony has selected her own designer for her attire.,"While the fashion world waits on edge to hear whom Michelle Obama is choosing to dress her for Inauguration Day, there is some fashion news on another inaugural front –the West Front of the Capitol, to be exact.","{'main': 'The Inaugural Poet, Adorned', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","The Inaugural Poet, Adorned",0.6,1.0,0.25,0.25,0.0,0.0,2009,1
Gov. Arnold Schwarzenegger’s unusual 18-month budget plan contains a hefty sales tax increase and would cut away at California’s state services.,"LOS ANGELES  Gov. Arnold Schwarzenegger, at war with the California Legislature over how to close tens of billions of dollars in projected budget shortfalls, proposed a budget Wednesday that contains a hefty sales tax increase and would cut away at state services. ","{'main': 'Schwarzenegger Proposes Budget', 'kicker': None, 'content_kicker': None, 'print_headline': 'Schwarzenegger Proposes Budget', 'name': None, 'seo': None, 'sub': None}",Schwarzenegger Proposes Budget,0.2,1.0,0.0,0.0,0.0,0.0,2009,1
"For those who disregard the best-seller lists, there is the Chicago Underground Library, a haven for handmade volumes, prints and almost anything else that cradles the printed word.","For those who disregard the best-seller lists, there is the Chicago Underground Library, a haven for handmade volumes, prints and almost anything else that cradles the printed word. Nell Taylor, a video artist’s assistant, began archiving material in a box in her apartment in 2006. ","{'main': 'Looks Like a Library, but No Best Sellers', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","Looks Like a Library, but No Best Sellers",0.0,0.0,0.0,0.0,-0.5,0.3,2009,1
The Senate leadership will focus on trying to approve cabinet members focusing on national security and finance by the inauguration on Jan. 20.,"WASHINGTON  When Congress returns next week, it will plunge into confirmation hearings on nominees to President-elect Barack Obama’s cabinet.","{'main': 'Senate Panels Set Hearings on Selections for Cabinet', 'kicker': None, 'content_kicker': None, 'print_headline': 'Senate Panels Set Hearings On Selections For Cabinet', 'name': None, 'seo': None, 'sub': None}",Senate Panels Set Hearings on Selections for Cabinet,0.0,0.0,0.0,0.0,0.0,0.0,2009,1
"Congress is set to hold hearings next week on some of Barack Obama’s cabinet nominees, but the real showdown is likely to be over whether the Senate will seat Mr. Obama’s appointed successor, Roland W. Burris.","The turning of the calendar to 2009 brings us just 20 days away from the inauguration of President-elect Barack Obama, and he is heading to Washington this weekend with his family to take up temporary residence at a hotel across from the White House.","{'main': 'The Early Word: New Year’s Day Edition', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",The Early Word: New Year’s Day Edition,0.06666666666666667,0.43333333333333335,0.0,0.0,0.11818181818181818,0.37727272727272726,2009,1
The Interior Department announced a controversial decision Wednesday to double the rate of logging on 2.6 million acres of federally owned forests in southwestern Oregon.," The Interior Department announced a controversial decision late Wednesday to double the rate of logging on 2.6 million acres of federally owned forests in southwestern Oregon. In doing so, it brushed aside the objections of the governor and two federal agencies charged with guarding the quality of the area’s water and the health of the fish that depend on it.","{'main': 'Move to Increase Logging on Oregon Land', 'kicker': None, 'content_kicker': None, 'print_headline': 'Move to Increase Logging on Oregon Land', 'name': None, 'seo': None, 'sub': None}",Move to Increase Logging on Oregon Land,0.275,0.475,0.06250000000000001,0.4125,0.0,0.0,2009,1
"If the state enters its third consecutive year of drought, state authorities may be forced to impose water rationing on farmers, homes and businesses.","SAN FRANCISCO  California, just finished with its second consecutive year of drought, might well be facing a third. If so, state authorities may be forced to impose water rationing on farmers, homes and businesses.","{'main': 'Signs of Another California Drought Year', 'kicker': None, 'content_kicker': None, 'print_headline': 'Signs of Another California Drought Year', 'name': None, 'seo': None, 'sub': None}",Signs of Another California Drought Year,-0.15000000000000002,0.1,-0.10000000000000002,0.06666666666666667,0.0,0.0,2009,1
The Army is reviewing whether combat trauma played a role in killings by soldiers in Colorado.,"FORT CARSON, Colo.  For the past several years, as this Army installation in the foothills of the Rocky Mountains became a busy way station for soldiers cycling in and out of Iraq, the number of servicemen implicated in violent crimes has raised alarm.","{'main': 'A Focus on Violence by Returning G.I.’s', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Focus on Violence by G.I.’s Back From War', 'name': None, 'seo': None, 'sub': None}",A Focus on Violence by Returning G.I.’s,0.0,0.0,-0.27,0.41,0.0,0.0,2009,1
"News reports indicate the governor of Colorado may name the Denver schools chief to the Senate seat held by Ken Salazar, who is President-elect Barack Obama’s nominee for secretary of the interior.",Several reports now indicate that the governor of Colorado is set to announce that he’s selected Denver Schools Superintendent Michael Bennet to replace Ken Salazar in the United States Senate.,"{'main': 'Denver Schools Chief Said to Replace Salazar in Senate', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Denver Schools Chief Said to Replace Salazar in Senate,0.0,0.0,0.0,0.0,0.0,0.0,2009,1
Residents of the predominantly black city are welcoming the first black president with pride and enthusiasm.,"WASHINGTON  Presidents come and go from this city. Hosting inaugurations is nothing new. But for Washington residents, over 92 percent of whom voted for President-elect Barack Obama, his inauguration this month is special. ","{'main': 'Inauguration Is Family Affair for Residents of the Capital', 'kicker': 'Washington Journal', 'content_kicker': None, 'print_headline': 'Inauguration Is Family Affair For Residents Of the Capital', 'name': None, 'seo': None, 'sub': None}",Inauguration Is Family Affair for Residents of the Capital,-0.027777777777777773,0.39999999999999997,0.24675324675324675,0.512987012987013,0.0,0.0,2009,1
